Q,A,label
사랑 지키는 방법,자신과 서로를 존중하고 마음을 표현해보세요.,2
사랑 표현에 서툴러,서툴러도 괜찮아요.,2
사랑 힘들다,상대방도 좋지만 나를 먼저 사랑해주세요.,2
사랑과 우정 사이,한끗차이.,2
사랑꾼,부러워요.,2
사랑꾼인 거 같아,다정다감한가봐요.,2
사랑때문에 많이 아파,애절한 만큼 상대방도 당신의 아픔을 느낄거예요.,2
사랑만 보고 하는 결혼? 사랑 없는 결혼?,사랑만 보고 하지도 않고 사랑 없이 하지도 않아요.,2
사랑만으로 안되는 게 많을까요?,사랑이 전부는 아니에요.,2
사랑받고 있지 않은 거 같다,자신을 더 많이 사랑해주세요.,2
사랑받고싶어,먼저 사랑한다고 말해보세요.,2
사랑받는 방법,사랑하면 돼요.,2
사랑받는 행복을 알게 해준 너,그 사람과 잘 만나보세요.,2
사랑보다 조건을 보고 결혼해야할까?,자신에게 더 중요한 게 무엇인지 질문해보세요.,2
사랑보다 중요한 것이 있을까?,굳이 있다면 신뢰와 믿음 정도가 있을 것 같아요.,2
사랑스러운 눈빛,사랑 받는다는 느낌 팍팍 받았겠네요.,2
사랑싸움 그만하고 싶어,자존심을 세우지 마세요.,2
사랑없이 결혼 가능해?,나이가 들고 그렇게 하기도 하는데 살면서 생기는 정으로 사는 듯합니다.,2
사랑없이 결혼한 케이스 있어?,사람에 따라 다르겠지만 있을 것 같네요.,2
사랑에 빠지고 싶다,이것저것 생각하지말고 마음가는 사람에게 다가가보세요.,2
사랑에 빠지면 티가 나?,다 보입니다.,2
사랑에 빠진 거 같아,행복해 보여요.,2
사랑에 빠진 거 같아,행복해보여요.,2
사랑에 서툴어,우리는 모두 사랑에 서툴어요.,2
사랑에 유효기간이 있을까?,"사랑하는 사람과 함께하는 어제, 오늘, 내일이 각 다른 의미가 있다고 생각하면 유효기간이 딱히 느껴지지 않을 거예요.",2
사랑에도 유효기간이 있다는데,갱신해가는 재미가 있죠.,2
사랑으로 가능한 것?,바로 연애죠.,2
사랑은 나이를 초월해?,물리적 나이보다 정신적 나이가 중요해요.,2
사랑은 돌아오는 거야?,사랑은 마음에 안고 사는 거예요.,2
사랑은 변하지 않았으면,노력하면 그럴 수 있을 거예요.,2
사랑은 시간이 약인가?,시간이 약인 경우가 많아요.,2
사랑은 영원해?,사랑은 한 순간이면서 영원한거 같아요.,2
사랑은 죄가 아닌데,작아질 필요 없어요.,2
사랑은 주고 받는 거지?,사랑은 한 없이 줘도 아깝지 않은거라고 생각해요.,2
사랑을 기다리고 있어,능동적으로 찾아보세요.,2
사랑을 알게 해준 너,소중한 인연이었네요.,2
사랑을 표현해줬으면 좋겠어,표현해 달라고 말해보세요.,2
사랑을 했다,또 사랑을 할 거예요.,2
사랑을 했다,예쁜 사랑이었길 바랍니다.,2
사랑을 했다,우리가 만나.,2
사랑의 감정을 모르겠어,서로 이해하고 존중하고 아끼는 마음이에요.,2
사랑의 결과는 어차피 두가지,과정이 더 중요하지요.,2
사랑의 끝은 결혼일까?,사랑의 끝은 없어요.,2
사랑의 끝은 뭘까?,사랑하지 않는 것이죠.,2
사랑의 끝이 뭐야?,사랑하지 않는 것이죠.,2
사랑의 묘약 같은 거 있나?,그런거 없어요.,2
사랑의 정의,내가 원하는 것보다 다른 사람이 원하는 것을 더 우선순위에 두넌 것이에요.-울라프,2
사랑의 힘은 위대한가봐,많은 걸 변화시키죠.,2
사랑의 힘은 진짜 위대한듯,사랑의 힘은 헐크보다 쎌거예요.,2
사랑이 구체적으로 뭐야?,종족번식을 위한 일시적인 호르몬 작용일 수도 있어요.,2
사랑이 끝난 거 같다는 느낌이 너무 많이 들어,그런 남자 버리고 이런 느낌 안 주는 사람 만나세요.,2
사랑이 끝난 것 같아,힘들겠지만 마음을 정리해보세요.,2
사랑이 날 힘들게 해,왜 힘들게 하는지 생각해보세요.,2
사랑이 다가왔어,당신도 다가가 보세요.,2
사랑이 뭐가 대수라고,사랑은 살아가면서 정말 중요한 감정이예요.,2
사랑이 뭐길래,사랑.... 정의 내리기 어려운 단어예요.,2
사랑이 뭐라고 생각해?,사랑을 정의내릴 수 있다면 노밸상을 받을거예요.,2
사랑이 뭐야?,"받는 것보다 주는 게 더 행복하고, 더 주고 싶은 마음인 것 같아요.",2
사랑이 뭐야?,신뢰이자 믿음이라고 생각해요.,2
사랑이 뭔데 힘들게 하는지,사랑은 아프게도 행복하게도 힘들게도 기운내게도 하는것 같아요.,2
사랑이 뭔지 넌 알아?,저도 잘 모르겠어요.,2
사랑이 뭔지 모르겠어,사랑은 정답이 없는거 같아요.,2
사랑이 뭘까 궁금해,저도 상당히 궁금하네요.,2
사랑이 뭘까?,신뢰입니다.,2
사랑이 밥 먹여주나,사랑이 밥은 먹여주지 않지만 행복을 줘요.,2
사랑이 밥 먹여주나요?,같이 밥을 먹어주죠.,2
사랑이 변하는걸 인정해야할까?,사랑은 변하지 않고 사람이 변해요.,2
사랑이 변하면 어떡하지?,사랑은 변화하는 거예요. 두려워하지 마세요.,2
사랑이 쉬운 사람,참을 수 없는 가벼움이네요.,2
사랑이 싹 트고 있어,그 과정 자체도 사랑스럽네요.,2
사랑이 안 변했으면 좋겠다,저도요.,2
사랑이 애매해,확실한 건 없죠.,2
사랑이 어떻게 변하니,사랑만큼 변덕스러운것도 없을거예요.,2
사랑이 어떻게 변하니?,사랑은 안 변하고 사람이 변해요.,2
사랑이 영원할 거라 믿고 싶어,믿으면 이루어져요.,2
사랑이 정말 있을까?,없어요. 일시적인 감정 교란일 뿐 아무것도 아니에요.,2
사랑이라는 이름으로,너에게 묻노라.,2
사랑인지 아닌지 모르겠어,사랑에 정의는 없는거 같아요.,2
사랑인지 아닌지 확실하지 않은 거 같아,사랑하는데 어떤 확신이 필요한가요.,2
사랑인지 헷갈려.,당신만이 정답을 맞출 수 있어요.,2
사랑하고 사람이 달라졌어,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하고 싶은데 내가 자꾸 구속해,사랑을 독차지하려 하지 말고 내려놓으면서 여유를 가지세요.,2
사랑하고 좋게 바꼈어,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하고싶어,당신의 이상형을 찾아보세요.,2
사랑하기에 시간이 부족해,시간은 핑계예요.,2
사랑하냐고 왜 물어봐?,확인 받고 싶어서요.,2
사랑하는 거 힘들다,서로 다른 두 사람이 만나는 거라 더 힘든 것 같아요.,2
사랑하는 사람 내가 붙잡는 거 같애,사랑을 쟁취하는 거예요. 붙잡으세요.,2
사랑하는 사람 사이에는 보이지 않는 끈이 있을까?,어떤 일이 있어도 보이지 않는 깊은 끈인 사랑이 둘을 이어줄 거예요.,2
사랑하는 사람 잊는 법,충분히 아파하면서 충분한 시간이 필요할 거예요.,2
사랑하는 사람 잊어야 할 거 같아,충분히 아파하면서 충분한 시간이 필요할 거예요.,2
사랑하는 사람과 아침을 함께 맞이하고 싶어,그런 기쁨과 기적도 없을 거예요.,2
사랑하는 사람과 함께 있고 싶어,그 사람에게 찾아가 보세요.,2
사랑하는 사람은 딱 알아볼 수 있어?,감정은 감출수 있는게 아니에요.,2
사랑하는 사람은 표시가 있었으면 좋겠다,당신이 그 신호를 못 찾은게 아닐까요.,2
사랑하는 사람을 계속 기다려야 할까요?,기한을 정하고 기다리세요.,2
사랑하는 사람을 두고 다른 사람과 결혼해야해,슬픈 이야기네요.,2
사랑하는 사람을 알아보고 싶어.,알아보지 못한 만큼 더 사랑해주세요.,2
사랑하는 사람이 떠난대,그 사람을 사랑한다면 붙잡아 보세요.,2
사랑하는 사람이 있는데 다른 사람이 신경쓰여,한눈 팔다가 후회합니다.,2
사랑하는 사람이 있어,어서 어서 고백해봐요.,2
사랑하는 사람이 행복했으면 좋겠다,당신이 그 사람 행복하게 해주세요.,2
사랑하는 사람이랑 결혼하고싶어,언젠가 그런 사람이 당신 옆에 있을거예요.,2
사랑하는 사람이랑 결혼하고싶어,진정으로 사랑한다면 결혼하세요.,2
사랑하는 사람이랑 내가 너무 차이나,누구나 같을 수 있을까요. 자격지심이예요.,2
사랑하는 사람이랑 살고싶어,행복한 상상은 현실에 반영된다고 해요.,2
사랑하는 사람이랑 헤어져,마음이 많이 아프겠어요.,2
사랑하는 사람이랑 헤어져야해,듣기만해도 마음 아픈 말이네요.,2
사랑하는 사람한테 내가 너무 모잘라,모자라다고 생각하는 부분을 사랑으로 채워보세요,2
사랑하는건지 나도 모르겠어,없어도 살 수 있는지 생각해보세요.,2
사랑하는데 그리워,그리우면 그립다고 말해보세요.,2
사랑하는데 꼭 결혼해야할지는 모르겠어요,사랑과 결혼을 동일시하지 않아도 돼요. 시간을 가지고 생각해보세요.,2
사랑하는데 내가 집착해,자신에 대해 자신감을 좀 더 가지세요.,2
사랑하는데 너무 계산적인 남자친구가 고민이야.,따지기 시작하면 끝이 없어요.,2
사랑하는데 너무 계산적인 여자친구가 고민이야.,경제 감각이 없는 것보다 낫죠.,2
사랑하는데 미지근한 거 같아,불타오르는 사랑만 사랑인건 아니에요.,2
사랑하는데 여자친구가 너무 이기적이야.,진짜 사랑한다면 그 모습도 사랑해주세요.,2
사랑하는데 왜 힘든 걸까?,진정한 사랑인지 생각해보세요.,2
사랑하는데 외로워,외롭다고 당신의 감정을 솔직하게 말해보세요.,2
사랑하는데 지쳐,잠시 휴식기를 가져보는것도 좋을거 같아요.,2
사랑하는데 힘들어,사랑에 지쳤나봐요.,2
사랑하는지 자꾸 물어보는 이유,사랑한다고 듣고 싶어서요.,2
사랑하면 끝일줄 알았는데,사랑에서 가장 어려운 게 사랑을 계속 유지하는 거예요.,2
사랑하면 닮아?,닮아가죠.,2
사랑하면 더 잘해줘야하는거 아니야?,그 사람만의 사랑 표현이에요. 대화로 당신이 원하는걸 말해보세요.,2
사랑하면 마냥 좋은 건 아닌 거 같아,사랑이 모든걸 해결해주지는 않아요.,2
사랑하면 뭐가 달라져?,당신의 삶이 달라져요.,2
사랑하면 사람이 바껴?,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하면 안되는 사람,사랑은 아무도 막을 수 없어요.,2
사랑하면 안되는데 사랑하고 있어,어쩔 수가 없네요.,2
사랑하면 안될 사랑을 사랑하고 있어,위험한 사랑이네요.,2
사랑하면 예뻐지나봐,사랑하면 예뻐지는 호르몬이 나온대요.,2
사랑하면 예뻐지나봐,사랑하면 호르몬이 나온대요.,2
사랑하면 좋을까?,사랑보다 좋은 건 없어요.,2
사랑하면서 외로워,진정한 사랑으로 외로움을 극복해보세요.,2
사랑하지 않는데 만나는 거 같아,감정에 솔직해 지세요.,2
사랑한 만큼 배려해야했어,이제야 깨달았나봐요.,2
사랑한걸까?,당신의 감정이 어떤 것이였는지 생각해보세요.,2
사랑한다고 말을 안해줘,사랑한다고 말해 달라고 하세요.,2
사랑한다고 말해볼까?,솔직함으로 사랑을 쟁취하세요.,2
사랑한다고 말해주면 뭐가 덧나나,사랑한다고 표현해달라고 말해보세요.,2
사랑한다고 말해줘,사랑해요.,2
사랑한다고 어떻게 표현하지?,머릿속에 맴도는 것들을 입으로 내뱉는 거죠.,2
사랑한다는 걸 느끼는순간,받은 거보다 더 많이 해주고싶을 때요.,2
사랑한다는 말 쉽게 안 나와,감정을 표현한다는게 어렵죠.,2
사랑한다는 말 아껴야할까?,사랑한다는 말 아끼지 말고 언제든지 표현해주세요.,2
사랑할 때도 용기가 필요하지?,당연하죠.,2
사랑할 시간이 없어.,나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요.,2
사랑할 여유가 없어,나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요.,2
사랑할 자격이 있나?,사랑에 자격이 필요한가요.,2
사랑할수록 나만 손해인 거 같은 느낌이야,사랑은 따지는 게 아니고 다 주고도 더 주지 못해 미안해하는 거예요.,2
사랑할수록 아프다,그 것도 사랑이예요.,2
사랑할수록 집착해,상대방이 싫어할수도 있어요.,2
사랑할수록 행복해,행복한 사랑을 하고 있네요.,2
사랑해,상대방에게 전해보세요.,2
사랑해,하늘 만큼 땅 만큼 사랑해요.,2
사랑해 보고싶어,얼른 만나러가세요.,2
사랑해라고 말해줬으면 좋겠어,먼저 사랑한다고 말해보세요.,2
사랑해라고 왜 말 안하지,꼭 사랑한다고 말해야 사랑하는건 아니라고 생각해요.,2
사랑해보고싶어,할 수 있을 거예요.,2
사랑해본적 없는 것 같아,부모님이 서운하겠네요.,2
사랑해봤어?,저 기분 나빠질거 같아요.,2
사랑해서 결혼하는 거지?,사랑하는 사람과 함께 있고 싶은 마음이 있으니까요.,2
사랑해서 그런거래,상대방을 배려하지 않은 사랑은 좋지 않은거예요.,2
사랑해서 그렇다는데 말이 안돼,그 사람의 사랑을 존중해주세요.,2
사랑해서 너무 행복해,어쩐지 행복해 보이더라구요.,2
사랑해서 헤어지겠대,슬픈 이야기네요.,2
사랑해서 헤어지는 게 말이 된다고 생각해?,그 사람을 위하는 거라고 생각하면 가능하다고 생가해요.,2
사랑해서 헤어진대,진정으로 사랑한다면 그럴수도 있을거 같아요.,2
사랑했는데 왜 지금은 함께있지 않을까?,인연이라면 다시 만날수도 있어요.,2
사생활 좀 존중해줬으면,서로의 선에 대해 대화를 나눠보세요.,2
사실 사랑이 뭔지 아직도 모르겠어,지금의 나를 인정하고 받아들이는 것 이상의 사랑은 없어요.,2
사진이 남는 거겠지?,남는건 사진뿐이 없대요.,2
살며시 다가왔어,가랑비에 옷 젖는 듯한 사랑이었나봐요.,2
살면서 남편이 더 좋아져,그런 남자 저도 소개시켜 주세요.,2
삼각관계인가?,상처받지 않으셨으면 좋겠네요.,2
상견례 너무 떨려,너무 긴장하면 아무말도 못할 거예요.,2
상견례는 어디서 해?,서로에게 가까운 곳에서 하고 보통 한정식집에서 하는데 어디서 하든 상관 없어요.,2
상대가 먼저 만나자고 해서 만났는데 난 아닌 거 같대,찔러보는 상대 별로네요.,2
상대방의 마음을 사로잡는 방법,우연을 가장해서 여러 번 마주쳐보세요.,2
상메가 제 얘기 같아요,관심이 없었다면 상메에도 없었을 거예요.,2
상사병 극복하고 싶어,시간이 해결해 줄 거예요.,2
상처입은 사람한테 다가가기,사람에게 받은 상처는 사람으로 치유할 수 있을 거예요.,2
새로운 사랑 찾아 이제는,행복하세요.,2
새로운 사랑은 찾아와,좋은 사람 만날 거예요.,2
새로운 사랑이 좋을까?,마음에 이끌리는대로 하세요.,2
생각이 자꾸 나,좋아하나봐요.,2
서로 사랑하는데 불안해,믿음이 더 필요해 보이네요.,2
서로 사랑하면 다 될 줄 알았어,"살아가는데 사랑이 큰 힘이 되지만, 모든걸 다 해결해주지는 않아요.",2
서로 사랑해,기적같은 일이네요.,2
서로 좋아하게 되는건 운명같은 일이었어.,운명이자 기적이죠.,2
서로 좋아하는 것 같은건 내 착각일까?,착각이 아닐지도 몰라요.,2
서로 좋아하는 것 같은데 내가 자존심 때문에 자꾸 관심 없는 척하게 돼.,사랑 앞에 자존심은 소용이 없어요.,2
서로 좋아하는 사람 만나기가 정말 힘든거였네.,쉽지 않은 일이죠.,2
서로 좋아하는 줄 알았는데 짝사랑이었네요.,안타깝게 생각해요.,2
서로에게 맞추려고하는데 잘 안돼,서로 다른 환경에서 살아왔기 때문이겠죠.,2
서운한거를 다말해? 아니면 어디까지 말해?,스스로 깨달을 수 있게 해주세요.,2
선 결혼 후 연애 해도 될까?,무엇이 먼저든 마음만 있으면 돼요.,2
선물은 뭐가 좋음?,상대방에게 필요한 실용적인 선물이 좋을 거 같아요.,2
선배가 나만 챙겨줌. 썸인 부분?,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,2
설레고 싶은데 아직 좋아하는 사람이 없어.,사랑은 찾아나서는 노력이 필요해요.,2
설렘이 사라진 거 같아,편한 사랑도 사랑이에요.,2
성숙한 사람을 만나고 싶어.,좋은 생각이에요.,2
성숙한 사랑은 뭘까?,사랑하니까 당신이 필요한 거예요.,2
세상에서 제일 쓸데없는 게 짝사랑 같아.,감정소모가 심하긴 해요.,2
세상에서 제일 힘든 게 짝사랑인 듯.,사람을 지치게 만들어서 그런가봐요.,2
세상이 감미로워보여,사랑에 빠졌나봐요.,2
세상이 아름다워 보여,사랑에 빠졌나봐요.,2
섹스리스 부부 어때?,서로가 동의한다면 상관 없어요.,2
섹스리스 커플이야,서로가 동의한다면 상관 없어요.,2
소개받고 맨날 톡하면 썸이지?,아무래도 그렇죠.,2
소개팅 나온 여자애가 너무 좋은데 나만 좋아하는거같아. 어떻게 날 좋아하게하지?,매력을 마음껏 어필해보세요.,2
소개팅 성공률 높이는 법,자신을 사랑하고 자신에 대해 잘 아는 것.,2
소개팅 성공하고 싶어,좋은 사람 만나길 바랍니다.,2
소개팅 안 해봤는데,나중에 안 들어와서 못하는 것보다 지금 해보시는 것도 좋을 거예요.,2
소개팅 앱에서 만난 사람 좋아하게 되었는데 괜찮은 사람일까요.,좀 더 알아볼 시간이 필요하겠네요.,2
소개팅 어색할까봐 안해봤는데,해보는 것도 나쁘지 않을 거예요.,2
소개팅 어플로 알게 된 사람 괜찮을까?,천천히 알아가보는 게 좋을 거 같아요.,2
소개팅 어플로 알게 된 사람이랑 썸 타도 괜찮을까?,썸 정도는 괜찮아요.,2
소개팅하고 애프터 바로 와?,사람마다 다른 것 같아요. 생각할 시간이 필요할 수도 있겠죠?,2
소개팅하고 애프터까지 왔는데 너무 어색해.,시간이 필요한 것 같아요.,2
소개팅하고 애프터까지 왔는데 설렘이 없어.,조금 더 만나보고 결정하는 건 어떨까요?,2
소심남 좋아하는 여자도 있나요?,사람마다 다를 거예요.,2
소심한 남자 좋아하는 여자도 있을까요?,사람에 따라 다르지 않을까요.,2
소심한 남자와의 연애,직설적으로 통보하는 말보다는 조금 더 부드럽게 권유하고 물어보는 말을 해보세요.,2
손 잡고 싶어,용기내서 잡아보세요.,2
수수한 여자가 좋아,수수한데 예쁜 여자라고 말해야죠.,2
순수한 사람 만나고싶다,순수하고 불순한 게 나눠있지 않을 거예요.,2
술 마셨는데 썸 타는 여자한테 전화해도 되는 부분?,술 마시고 전화하는 건 좀 그래요.,2
술 마셨는데 썸남한테 데리러 오라고 할까?,혹시 모르니 오라고 해보세요.,2
술 먹고 짝남한테 카톡하는 거 좀 별로지.,취하지 않았을 때 연락하는게 좋긴 할 거예요.,2
술 먹고 짝녀한테 전화하는 거 싫어하나.,술 먹고 전화하는건 실례일 수 있어요.,2
술 먹는데 챙겨주는 짝남 무슨 의미일까요.,확실하진 않지만 당신을 친근하게 생각하나봐요.,2
술 먹을 때 옆에서 챙겨줬는데 썸임?,친절한 거랑 구별해볼 필요가 있어요.,2
술 좋아하는 사람 싫은데 그 사람은 좋아.,술보다 사람이 먼저니까요.,2
술자리에서 그만 마시라고 해주는 짝녀 무슨 뜻일까요?,걱정을 하고 있을지도 몰라요.,2
술집에서 헌팅했어,축하해요.,2
쉬는 날이라고 했는데 만나자는 말이 없어.,먼저 연락을 해보는 건 어떨까요?,2
쉬는날인데 왜 만나자고 안하지,직접 만나자고 연락해보세요.,2
스드메 계약했어,결혼준비 첫 발을 디뎠네요.,2
스몰웨딩 결심했어,부모님을 잘 설득해보세요.,2
스킨십 속도가 쫌 빨라,원치 않으면 싫다고 말하세요.,2
스킨십 언제부터 할까?,두 사람이 준비가 되었을 때요.,2
스킨십 좋아하는 남자친구 어떡해?,서로 속도를 맞춰보세요.,2
스킨십 좋아하는 여자친구 어떡해?,서로 속도를 맞춰보세요.,2
스킨십 좋아하는 연인,대화를 하면서 속도를 맞춰보세요.,2
스킨십 해볼까?,서로의 마음이 중요하겠죠.,2
스킨십만 하는 거 같아,좀 더 대화가 필요해보이네요.,2
스킨십은 언제 시작해?,언제라는 건 정해져있지 않아요.,2
스터디 하는데 괜찮은 사람 있어.,하라는 공부는 안하고!,2
스터디 하다 만났어,공부는 안하고!,2
스튜디오 촬영은 하지 말까?,결혼 준비는 선택의 연속이에요.,2
스튜디오 촬영하는 날이야!,예쁘게 찍고 오세요.,2
승부욕 있는 남자가 좋아,뭐든 열심히 하는 사람은 매력적이지요.,2
시어머니가 같이 목욕탕 가재,부담스럽겠어요.,2
시어머니가 자꾸 카톡해,남편이랑 이야기해보세요.,2
시험 앞두고 짝남이 생겨버렸어.,마인드 컨트롤을 하는게 중요하겠어요.,2
시험 앞두고 짝사랑하는 여자가 생겼어요.,신경 쓰이는 일이 생겼다니 조심하세요.,2
식상한 말이라도 사랑한다고 했으면 좋겠다,전혀 식상하지 않아요.,2
신혼 길게 즐기고 싶어,마음 먹은 대로 할 수 있을 거예요.,2
신혼 진짜 행복해,깨가 쏟아지고 있군요.,2
신혼같지가 않아,약간의 변화를 줘보세요.,2
신혼생활이 영원했으면,깨 볶는 소리가 들리네요.,2
신혼여행 어디로 갈까?,못 가본 곳으로 가보세요.,2
신혼인데 남편이랑 자주 부딪혀,아예 다른 삶을 살다가 하루 아침에 같이 살게 된 거니까요.,2
신혼인데 엄청 싸워,서로에게 맞추는 과정이에요.,2
싫어졌다가 좋아지는 경우도 있나요?,사람 마음은 알다가도 모르니까 그럴 수 있어요.,2
싫어하는 눈치가 아닌 거 같은데,좀 더 호감을 표현해보세요.,2
싫은 건 아닌데,딱히 좋지도 않나봐요.,2
심남이 내가 좋아하는 거 눈치 챘을까?,그건 직접 물어보기 전까지는 알기 힘들어요.,2
심쿵하게 하는 방법,평소 흘려 이야기했던 걸 기억해주고 생각하고 있다는 걸 알려주세요.,2
싸우고 시간을 갖자하면 보통 며칠 만에 연락해?,짧으면 짧을 수록 좋겠죠.,2
싸우다보니까 사랑했던걸 까먹어,사랑하게 된 이유를 써놓고 사랑이 힘겨울때 꺼내 읽어보세요.,2
싸우면 어떻게 해결해?,제대로 사과해야죠.,2
싸운다의 기준이 뭘까?,감정이 상하면 싸우는 거죠.,2
싸울 때 내가 아는 사람이 맞나 싶어,본 모습일지도 몰라요.,2
싸울 때 이겨낼 수 있는 방법이 있을까?,사랑하게 된 이유를 써놓고 사랑이 힘겨울때 꺼내 읽어보세요.,2
쌈은 뭐야,썸 타다가 발전되지 못한 관계죠.,2
쌩얼인데 짝남 만났어.,당황 했겠어요.,2
썸 고백해도 될까,당당하게 다가가세요.,2
썸 기준이 뭐야,고백 전 단계입니다.,2
썸 깨지고,당당하게 지내세요.,2
썸 깬 거 후회해.,감정에 확신이 있다면 연락해보세요.,2
썸 깰 때 어떻게 해?,고백이 답이죠.,2
썸 끝나고 잡아도 될까,사랑은 언제든 다시 시작해도 됩니다.,2
썸 끝난 건가,섣부르게 판단하지 말고 연락해보세요.,2
썸 끝난거지?,안 사귀면 끝이죠.,2
썸 끝내고 싶어,호감을 표시해보세요.,2
썸 끝내고 싶지 않아.,간절한 마음이 그 분에게도 전해질 거예요.,2
썸 끝내는게 맞을까?,혹시 마음이 정리 됐나요? 그런게 아니라면 아직 끝내긴 아까워요. 용기를 내봐요.,2
썸 끝내야 할까?,혹시 마음이 정리 됐나요? 그런게 아니라면 아직 끝내긴 아까워요. 용기를 내봐요.,2
썸 끝냈는데 너무 힘들어.,좋아하는 마음이 생각보다 컸나봐요.,2
썸 너무 들이댔나,의사는 표현하되 상대에게 부담되지 않는 선이 좋아요.,2
썸 두달 넘었는데,너무 길지 않나요.,2
썸 맞는거임?,말해보세요. 생각해 볼게요.,2
썸 맞는지 궁금,계속 연락하고 만나자고 해야 썸인 듯합니다.,2
썸 사이에서 원래 질투유발하고 그래?,하기도 하죠.,2
썸 시작인 거 같은데 사귀고 싶어,좋아하는 감정을 확인해보세요.,2
썸 어떻게 타?,일단 연락처를 주고 받고 부담스럽지 않는 선에서 친해지는게 좋아요.,2
썸 여러명이랑 타는 것도 바람 피는 거야?,바람 피우는 건 아닌데 이미지가 안 좋아질 거 같아요.,2
썸 오래타는 건 재보는 거 아냐?,끄는 건 별로겠죠.,2
썸 오래타면 오래 못 사겨?,썸 기간이랑 사귀는 기간은 케이스 바이 케이스입니다.,2
썸 왜 끝났지,관계에 진전이 없거나 밀당인듯합니다.,2
썸 정리 어떤 식으로 해야 할까,연락을 줄이고 안하는 거겠죠.,2
썸 정리하고 싶으면,좋으면 좋아한다고 말해보세요.,2
썸 중에 고백 언제가 적절해?,사람 마다 다르지 않을까요? 본인의 선택을 믿으세요.,2
썸 중에는 선톡이 중요?,먼저 연락해보세요.,2
썸 지났는데 고백 안하면?,고백 안 하고 사귀기도 하니 직접적으로 물어보는 것이 좋을 듯합니다.,2
썸 타고 싶다. 연애 말고.,사귀기 전에 두근거림을 좋아하나 봐요.,2
썸 타고 싶어,먼저 다가가 보세요.,2
썸 타고 있는데 연락 끊겼어. 먼저 해도 돼?,미련이 남으면 해봐도 돼요.,2
썸 타고 있는데 주변에 말해?,굳이 말할 필요는 없는 거 같아요.,2
썸 타고 있는데 카톡 차단 당함,강제 정리 당한 거 같아요.,2
썸 타기 좋은 알바 뭐있음?,함께 돕는 알바를 찾아보세요.,2
썸 타기 좋은 알바 추천 좀.,영화관이나 커피숍 추천해요.,2
썸 타긴 하는데 어색한 사이야. 톡 어떻게 계속 이어가?,아직 어색해서 그런거지 친해지면 자연스러워질거예요.,2
썸 타는 거 때문에 친구들이 놀려,당당하게 나가세요.,2
썸 타는 거 시간 아까워.,얼른 고백해야죠.,2
썸 타는 거 좋아해?,썸 탈 사람 없어서 못 타요.,2
썸 타는 거 티내고 싶진 않아.,누구에게요?,2
썸 타는 것 같은데 조언해줘.,어떤 조언이 필요한가요? 생각해 볼게요.,2
썸 타는 것도 귀찮아.,그냥 사귀세요.,2
썸 타는 계절이 왔나 봄.,썸 타기 좋은 계절이에요.,2
썸 타는 기간,정해져 있지는 않지만 발전된 관계가 좋겠죠.,2
썸 타는 기간,한달 안쪽? 너무 길면 힘드니까요.,2
썸 타는 남자애가 연락 오는 꿈 뭘까,은연 중에 연락을 기다리고 있었나봐요.,2
썸 타는 노래 듣는 중인데 좋아.,썸 탈 때 듣기 딱이죠.,2
썸 타는 법 좀,일단 연락처를 주고 받고 부담스럽지 않는 선에서 친해지는게 좋아요.,2
썸 타는 사람 만나기로 했는데 뭐 입어?,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.,2
썸 타는 사람 보고싶어.,연락해보세요.,2
썸 타는 사람 생선 준비 오바임?,서로에게 부담 없는 작은 선물이 좋아요.,2
썸 타는 사람 생일이야. 선물 사야 해?,서로에게 부담 없는 작은 선물이 좋아요.,2
썸 타는 사람 선물 뭐 사야 해?,그 분이 평소 좋아한다고 했던 것을 잘 생각해 보세요.,2
썸 타는 사람 선물로 향수 어때?,원하는 향 알면 좋을 거 같아요.,2
썸 타는 사람 이름 뭐라고 저장할까?,저는 '설레'라고 저장할래요.,2
썸 타는 사람 있는데 망설여지는데,어떤 부분이 망설여지는지 말씀해보세요.,2
썸 타는 사람 있는데 불안해.,사귀기 전에는 다 불안해요.,2
썸 타는 사람이 나오는 야한 꿈 꿨어.,어머 벌써 그런 생각을 하셨군요.,2
썸 타는 사람이 내 프사 보고 귀엽대.,칭찬은 언제든 듣기 좋죠.,2
썸 타는 사람이 셀카 보내는 건 뭐야?,봐달라는 거겠죠.,2
썸 타는 사람이랑 밥 먹기로 함,즐거운 데이트 하길 바랄게요.,2
썸 타는 사람한테 영통 걸까?,영통 걸어도 되는지 물어보고 걸어보세요.,2
썸 타는 사람한테 영화 보자고 할까?,당장 연락해보세요.,2
썸 타는 사이가 이렇게 편해도 되나?,너무 편한 거 같다고 말해보세요.,2
썸 타는 사이에 배낭여행 가능?,사귀고 가는 게 좋을 거 같아요.,2
썸 타는 사이에 얼마나 간섭 가능?,사귀고 나서 간섭 가능합니다.,2
